Student_ID,Fee_Amount,Paid_Status
20346,604,Paid
20347,949,Late
20348,470,Late
20349,399,Late
20350,453,Paid
20351,653,Paid
20352,462,Late
20353,893,Paid
20354,696,Late
20355,514,Late
20356,142,Late
20357,621,Paid
20358,818,Late
20359,933,Paid
20360,740,Late
20361,387,Paid
20362,897,Paid
20363,829,Late
20364,819,Paid
20365,213,Paid
20366,831,Late
20367,404,Paid
20368,132,Paid
20369,231,Late
20370,141,Late
20371,705,Paid
20372,859,Late
20373,834,Paid
20374,708,Paid
20375,734,Paid
20376,699,Late
20377,833,Late
20378,441,Paid
20379,192,Paid
20380,106,Paid
20381,668,Late
20382,368,Late
20383,253,Paid
20384,719,Paid
20385,670,Paid
20386,357,Paid
20387,731,Late
20388,596,Paid
20389,416,Paid
20390,822,Paid
20391,926,Late
20392,726,Late
20393,142,Late
20394,190,Late
20395,881,Late
20396,930,Late
20397,756,Late
20398,695,Paid
20399,160,Paid
20400,411,Paid
20401,659,Paid
20402,959,Late
20403,872,Paid
20404,111,Paid
20405,629,Paid
20406,827,Paid
20407,215,Paid
20408,433,Late
20409,583,Paid
20410,886,Paid
20411,576,Paid
20412,867,Paid
20413,229,Late
20414,171,Paid
20415,279,Paid
20416,446,Late
20417,167,Paid
20418,394,Paid
20419,346,Paid
20420,586,Late
20421,699,Paid
20422,208,Late
20423,294,Late
20424,662,Paid
20425,953,Late
20426,977,Paid
20427,735,Paid
20428,753,Late
20429,265,Late
20430,990,Paid
20431,115,Late
20432,909,Late
20433,872,Late
20434,495,Late
20435,748,Paid
20436,372,Late
20437,390,Paid
20438,795,Late
20439,504,Late
20440,484,Paid
20441,426,Paid
20442,812,Late
20443,811,Paid
20444,157,Paid
20445,976,Paid
20446,373,Paid
20447,629,Late
20448,805,Paid
20449,474,Late
20450,153,Paid
20451,559,Late
20452,995,Late
20453,808,Late
20454,517,Paid
20455,603,Late
20456,995,Late
20457,192,Paid
20458,807,Paid
20459,178,Paid
20460,181,Late
20461,508,Late
20462,447,Late
20463,944,Paid
20464,955,Late
20465,230,Paid
20466,705,Late
20467,488,Late
20468,242,Paid
20469,509,Late
20470,538,Late
20471,363,Paid
20472,481,Paid
20473,567,Paid
20474,280,Late
20475,400,Paid
20476,920,Late
20477,400,Paid
20478,235,Paid
20479,340,Paid
20480,628,Late
20481,308,Late
20482,496,Paid
20483,373,Late
20484,893,Late
20485,873,Late
20486,204,Paid
20487,393,Late
20488,938,Late
20489,429,Paid
20490,883,Paid
20491,567,Paid
20492,513,Late
20493,619,Late
20494,399,Paid
20495,794,Paid
20496,757,Paid
20497,139,Paid
20498,274,Late
20499,305,Paid
20500,707,Paid
20501,452,Paid
20502,151,Late
20503,315,Paid
20504,322,Late
20505,401,Late
20506,897,Paid
20507,468,Late
20508,443,Late
20509,185,Paid
20510,798,Late
20511,415,Late
20512,697,Paid
20513,434,Late
20514,942,Paid
20515,632,Late
20516,238,Paid
20517,406,Late
20518,682,Paid
20519,638,Late
20520,634,Late
20521,326,Late
20522,294,Paid
20523,124,Paid
20524,592,Late
20525,854,Paid
20526,318,Late
20527,610,Paid
20528,973,Paid
20529,562,Paid
20530,836,Late
20531,333,Late
20532,168,Paid
20533,636,Late
20534,612,Late
20535,951,Late
20536,504,Paid
20537,980,Late
20538,957,Late
20539,732,Late
20540,384,Paid
20541,620,Paid
20542,685,Late
20543,987,Late
20544,697,Paid
20545,988,Late
20546,674,Paid
20547,744,Paid
20548,995,Paid
20549,380,Paid
20550,626,Late
20551,428,Late
20552,868,Late
20553,655,Paid
20554,470,Late
20555,397,Late
20556,956,Paid
20557,697,Late
20558,102,Paid
20559,579,Late
20560,432,Late
20561,853,Paid
20562,990,Paid
20563,852,Late
20564,715,Paid
20565,566,Paid
20566,386,Paid
20567,774,Late
20568,735,Late
20569,898,Late
20570,212,Paid
20571,197,Late
20572,254,Paid
20573,968,Paid
20574,977,Paid
20575,107,Late
20576,520,Late
20577,782,Late
20578,913,Late
20579,149,Paid
20580,730,Late
20581,157,Late
20582,610,Paid
20583,145,Paid
20584,234,Late
20585,211,Paid
20586,817,Paid
20587,742,Late
20588,532,Paid
20589,845,Paid
20590,417,Late
20591,868,Late
20592,788,Paid
20593,522,Paid
20594,430,Late
20595,702,Paid
20596,647,Late
20597,143,Late
20598,402,Paid
20599,260,Late
20600,824,Paid
20601,183,Paid
20602,221,Late
20603,664,Late
20604,864,Late
20605,837,Late
20606,958,Paid
20607,800,Late
20608,141,Late
20609,875,Late
20610,356,Paid
20611,332,Late
20612,756,Late
20613,711,Paid
20614,407,Late
20615,848,Late
20616,986,Late
20617,699,Paid
20618,138,Paid
20619,605,Late
20620,123,Late
20621,846,Paid
20622,883,Late
20623,813,Paid
20624,670,Paid
20625,729,Paid
20626,469,Paid
20627,890,Late
20628,745,Paid
20629,690,Late
20630,875,Late
20631,478,Paid
20632,287,Paid
20633,639,Paid
20634,543,Paid
20635,315,Late
20636,862,Late
20637,269,Paid
20638,570,Late
20639,371,Late
20640,594,Paid
20641,738,Late
20642,872,Paid
20643,128,Paid
20644,352,Paid
20645,224,Late
20646,533,Paid
20647,163,Paid
20648,600,Paid
20649,280,Late
20650,124,Late
20651,897,Paid
20652,260,Paid
20653,794,Paid
20654,673,Paid
20655,345,Paid
20656,596,Paid
20657,715,Late
20658,710,Late
20659,433,Paid
20660,623,Late
20661,197,Late
20662,265,Paid
20663,430,Late
20664,924,Paid
20665,825,Late
20666,387,Paid
20667,989,Late
20668,903,Paid
20669,454,Paid
20670,294,Late
20671,565,Late
20672,642,Paid
20673,446,Late
20674,442,Late
20675,888,Paid
20676,324,Paid
20677,537,Paid
20678,703,Late
20679,869,Late
20680,276,Paid
20681,219,Late
20682,567,Paid
20683,462,Late
20684,440,Late
20685,493,Late
20686,612,Late
20687,332,Paid
20688,407,Paid
20689,498,Paid
20690,915,Paid
20691,872,Late
20692,422,Paid
20693,640,Paid
20694,703,Late
20695,108,Paid
20696,111,Paid
20697,534,Late
20698,542,Paid
20699,419,Late
20700,411,Late
20701,325,Late
20702,547,Late
20703,848,Paid
20704,346,Paid
20705,237,Paid
20706,689,Paid
20707,781,Late
20708,549,Late
20709,644,Late
20710,459,Paid
20711,257,Late
20712,744,Late
20713,557,Late
20714,653,Paid
20715,908,Late
20716,661,Paid
20717,599,Paid
20718,524,Paid
20719,502,Late
20720,453,Late
20721,286,Paid
20722,867,Late
20723,748,Late
20724,543,Late
20725,461,Paid
20726,111,Paid
20727,601,Late
20728,801,Late
20729,180,Paid
20730,653,Paid
20731,267,Late
20732,820,Paid
20733,887,Paid
20734,215,Late
20735,909,Late
20736,673,Paid
20737,256,Paid
20738,403,Paid
20739,654,Paid
20740,516,Paid
20741,520,Late
20742,495,Paid
20743,905,Paid
20744,428,Late
20745,248,Late
20746,106,Late
20747,231,Paid
20748,914,Paid
20749,280,Late
20750,228,Late
20751,471,Late
20752,108,Paid
20753,895,Late
20754,865,Paid
20755,266,Paid
20756,843,Late
20757,772,Late
20758,147,Late
20759,847,Paid
20760,769,Late
20761,521,Paid
20762,454,Late
20763,523,Late
20764,274,Late
20765,889,Paid
20766,114,Paid
20767,167,Late
20768,735,Paid
20769,310,Late
20770,654,Paid
20771,878,Late
20772,916,Late
20773,651,Late
20774,891,Paid
20775,564,Paid
20776,793,Paid
20777,701,Late
20778,980,Paid
20779,747,Late
20780,772,Paid
20781,244,Paid
20782,727,Paid
20783,783,Late
20784,695,Paid
20785,773,Late
20786,526,Late
20787,566,Paid
20788,921,Paid
20789,639,Paid
20790,710,Late
20791,770,Paid
20792,571,Paid
20793,968,Late
20794,744,Late
20795,847,Late
20796,992,Late
20797,964,Late
20798,693,Paid
20799,344,Late
20800,297,Paid
20801,387,Late
20802,304,Late
20803,802,Late
20804,947,Late
20805,843,Late
20806,379,Paid
20807,770,Late
20808,276,Late
20809,680,Late
20810,883,Paid
20811,162,Paid
20812,663,Paid
20813,552,Late
20814,977,Paid
20815,449,Paid
20816,646,Late
20817,788,Paid
20818,797,Late
20819,198,Paid
20820,522,Late
20821,568,Late
20822,509,Paid
20823,896,Paid
20824,739,Paid
20825,848,Paid
20826,424,Paid
20827,702,Paid
20828,957,Late
20829,942,Late
20830,838,Late
20831,320,Paid
20832,941,Late
20833,543,Late
20834,679,Paid
20835,743,Paid
20836,730,Late
20837,755,Paid
20838,371,Late
20839,407,Late
20840,456,Late
20841,372,Paid
20842,504,Late
20843,664,Paid
20844,508,Paid
20845,322,Late
20846,855,Late
20847,455,Paid
20848,942,Late
20849,339,Paid
20850,336,Paid
20851,206,Paid
20852,883,Late
20853,655,Paid
20854,283,Late
20855,913,Paid
20856,884,Late
20857,594,Late
20858,735,Paid
20859,579,Paid
20860,470,Late
20861,442,Late
20862,373,Paid
20863,333,Paid
20864,464,Paid
20865,719,Paid
20866,377,Paid
20867,441,Late
20868,502,Paid
20869,757,Paid
20870,540,Late
20871,297,Late
20872,296,Paid
20873,601,Late
20874,443,Paid
20875,166,Paid
20876,494,Paid
20877,145,Paid
20878,688,Late
20879,581,Late
20880,281,Late
20881,154,Late
20882,778,Paid
20883,555,Late
20884,367,Late
20885,629,Late
20886,237,Late
20887,151,Paid
20888,245,Late
20889,694,Paid
20890,196,Late
20891,201,Late
20892,883,Late
20893,648,Paid
20894,288,Paid
20895,393,Paid
20896,709,Paid
20897,486,Paid
20898,382,Paid
20899,886,Paid
20900,102,Late
20901,872,Late
20902,325,Paid
20903,910,Late
20904,814,Late
20905,970,Paid
20906,528,Paid
20907,733,Late
20908,380,Late
20909,592,Late
20910,226,Late
20911,314,Late
20912,397,Paid
20913,635,Late
20914,352,Late
20915,455,Late
20916,912,Late
20917,329,Paid
20918,330,Late
20919,360,Paid
20920,908,Paid
20921,892,Late
20922,911,Late
20923,204,Paid
20924,275,Late
20925,824,Late
20926,157,Late
20927,310,Late
20928,925,Late
20929,466,Paid
20930,615,Paid
20931,562,Paid
20932,593,Paid
20933,306,Late
20934,839,Late
20935,119,Late
20936,252,Paid
20937,493,Late
20938,705,Paid
20939,809,Late
20940,959,Paid
20941,635,Late
20942,175,Paid
20943,640,Late
20944,582,Paid
20945,913,Paid
20946,485,Paid
20947,215,Paid
20948,135,Late
20949,787,Paid
20950,401,Late
20951,388,Paid
20952,265,Late
20953,306,Late
20954,353,Paid
20955,771,Late
20956,406,Late
20957,507,Paid
20958,687,Paid
20959,895,Paid
20960,645,Paid
20961,575,Paid
20962,440,Late
20963,921,Late
20964,763,Late
20965,122,Paid
20966,659,Late
20967,833,Paid
20968,689,Late
20969,986,Paid
20970,554,Late
20971,736,Late
20972,271,Late
20973,134,Paid
20974,810,Late
20975,873,Paid
20976,696,Late
20977,134,Paid
20978,198,Paid
20979,625,Late
20980,132,Paid
20981,838,Late
20982,958,Late
20983,309,Late
20984,557,Paid
20985,105,Late
20986,638,Late
20987,395,Paid
20988,715,Late
20989,218,Late
20990,999,Paid
20991,155,Paid
20992,816,Paid
20993,839,Late
20994,348,Late
20995,194,Paid
20996,540,Paid
20997,836,Late
20998,941,Paid
20999,478,Paid
21000,766,Paid
21001,418,Late
21002,656,Late
21003,233,Paid
21004,954,Paid
21005,618,Paid
21006,468,Late
21007,416,Late
21008,940,Paid
21009,349,Paid
21010,889,Paid
21011,674,Paid
21012,604,Paid
21013,295,Late
21014,323,Late
21015,748,Paid
21016,817,Late
21017,564,Paid
21018,896,Paid
21019,645,Paid
21020,235,Late
21021,746,Paid
21022,651,Late
21023,966,Late
21024,247,Late
21025,838,Late
21026,966,Paid
21027,272,Paid
21028,302,Late
21029,824,Paid
21030,704,Late
21031,674,Paid
21032,142,Late
21033,696,Paid
21034,594,Paid
21035,798,Paid
21036,684,Late
21037,572,Paid
21038,773,Late
21039,821,Late
21040,807,Paid
21041,783,Paid
21042,243,Paid
21043,201,Late
21044,550,Paid
21045,791,Paid
21046,823,Late
21047,959,Late
21048,591,Paid
21049,255,Late
21050,771,Paid
21051,609,Paid
21052,240,Late
21053,573,Paid
21054,949,Paid
21055,206,Paid
21056,149,Paid
21057,375,Late
21058,330,Late
21059,915,Paid
21060,844,Late
21061,126,Late
21062,397,Paid
21063,206,Paid
21064,147,Late
21065,902,Late
21066,882,Paid
21067,890,Late
21068,817,Late
21069,979,Late
21070,928,Late
21071,552,Late
21072,656,Late
21073,670,Paid
21074,569,Paid
21075,165,Paid
21076,879,Paid
21077,368,Late
21078,845,Paid
21079,247,Paid
21080,660,Late
21081,890,Late
21082,804,Paid
21083,789,Paid
21084,458,Paid
21085,209,Late
21086,439,Paid
21087,365,Late
21088,768,Late
21089,688,Late
21090,414,Paid
21091,194,Paid
21092,466,Late
21093,276,Paid
21094,400,Late
21095,556,Late
21096,951,Late
21097,819,Late
21098,195,Late
21099,622,Paid
21100,377,Late
21101,728,Late
21102,593,Late
21103,940,Late
21104,628,Paid
21105,158,Late
21106,746,Paid
21107,875,Paid
21108,251,Paid
21109,656,Paid
21110,490,Late
21111,495,Paid
21112,158,Late
21113,358,Late
21114,426,Paid
21115,198,Late
21116,939,Late
21117,612,Late
21118,889,Paid
21119,942,Late
21120,605,Late
21121,798,Late
21122,553,Paid
21123,463,Late
21124,729,Late
21125,973,Late
21126,807,Late
21127,924,Late
21128,584,Late
21129,931,Paid
21130,449,Paid
21131,636,Late
21132,575,Late
21133,972,Paid
21134,884,Paid
21135,923,Paid
21136,932,Paid
21137,548,Paid
21138,760,Paid
21139,828,Late
21140,124,Paid
21141,834,Paid
21142,530,Late
21143,614,Late
21144,515,Late
21145,524,Paid
21146,411,Late
21147,1000,Paid
21148,800,Paid
21149,351,Paid
21150,381,Late
21151,440,Late
21152,240,Paid
21153,841,Late
21154,799,Paid
21155,409,Late
21156,719,Paid
21157,700,Late
21158,417,Late
21159,574,Late
21160,826,Paid
21161,326,Late
21162,267,Late
21163,146,Late
21164,999,Paid
21165,136,Late
21166,771,Paid
21167,205,Paid
21168,426,Paid
21169,403,Paid
21170,228,Late
21171,689,Paid
21172,929,Paid
21173,409,Paid
21174,289,Late
21175,601,Late
21176,401,Paid
21177,893,Paid
21178,694,Late
21179,908,Late
21180,845,Paid
21181,864,Paid
21182,836,Late
21183,870,Paid
21184,940,Paid
21185,632,Late
21186,240,Paid
21187,495,Late
21188,991,Paid
21189,601,Paid
21190,133,Paid
21191,747,Paid
21192,704,Paid
21193,480,Paid
21194,525,Late
21195,433,Late
21196,523,Late
21197,986,Paid
21198,217,Paid
21199,435,Paid
21200,111,Late
21201,1000,Late
21202,346,Late
21203,205,Late
21204,706,Late
21205,633,Late
21206,213,Late
21207,323,Paid
21208,168,Paid
21209,286,Late
21210,314,Paid
21211,490,Late
21212,686,Paid
21213,824,Late
21214,758,Paid
21215,524,Late
21216,665,Paid
21217,807,Late
21218,400,Paid
21219,738,Late
21220,222,Paid
21221,751,Paid
21222,205,Late
21223,973,Late
21224,710,Paid
21225,813,Late
21226,585,Late
21227,649,Late
21228,552,Late
21229,332,Late
21230,906,Paid
21231,950,Paid
21232,729,Late
21233,363,Late
21234,389,Paid
21235,376,Late
21236,995,Late
21237,999,Late
21238,506,Paid
21239,839,Late
21240,425,Late
21241,783,Paid
21242,199,Late
21243,960,Late
21244,349,Late
21245,229,Late
21246,615,Paid
21247,620,Late
21248,932,Late
21249,880,Late
21250,767,Late
21251,585,Paid
21252,413,Late
21253,198,Late
21254,146,Late
21255,820,Late
21256,157,Paid
21257,605,Paid
21258,898,Paid
21259,618,Paid
21260,264,Late
21261,951,Paid
21262,203,Late
21263,924,Late
21264,134,Late
21265,619,Paid
21266,489,Paid
21267,347,Paid
21268,877,Paid
21269,963,Late
21270,327,Paid
21271,472,Paid
21272,721,Paid
21273,292,Late
21274,736,Paid
21275,582,Late
21276,598,Late
21277,219,Paid
21278,389,Late
21279,293,Late
21280,416,Paid
21281,861,Paid
21282,134,Paid
21283,558,Paid
21284,265,Paid
21285,238,Late
21286,835,Paid
21287,193,Late
21288,230,Late
21289,661,Late
21290,564,Late
21291,833,Late
21292,618,Paid
21293,277,Paid
21294,418,Late
21295,539,Paid
21296,440,Late
21297,550,Paid
21298,133,Late
21299,579,Paid
21300,762,Paid
21301,887,Late
21302,348,Late
21303,198,Paid
21304,758,Paid
21305,254,Late
21306,859,Paid
21307,977,Late
21308,944,Late
21309,612,Paid
21310,488,Late
21311,516,Paid
21312,822,Paid
21313,766,Paid
21314,675,Late
21315,827,Paid
21316,519,Late
21317,993,Paid
21318,101,Late
21319,301,Paid
21320,450,Paid
21321,845,Late
21322,529,Paid
21323,969,Paid
21324,722,Late
21325,467,Late
21326,140,Paid
21327,112,Late
21328,1000,Late
21329,358,Paid
21330,596,Late
21331,374,Paid
21332,476,Paid
21333,977,Late
21334,525,Late
21335,926,Late
21336,395,Late
21337,973,Late
21338,493,Paid
21339,669,Paid
21340,206,Late
21341,748,Paid
21342,477,Late
21343,590,Late
21344,173,Late
21345,810,Paid
21346,532,Paid
21347,706,Late
21348,126,Late
21349,465,Late
21350,333,Paid
21351,801,Late
21352,105,Late
21353,321,Late
21354,931,Paid
21355,181,Paid
21356,577,Late
21357,322,Paid
21358,238,Late
21359,209,Late
21360,798,Paid
21361,288,Late
21362,227,Paid
21363,147,Paid
21364,441,Paid
21365,258,Paid
21366,130,Paid
21367,713,Late
21368,265,Late
21369,925,Paid
21370,175,Late
21371,321,Paid
21372,718,Late
21373,193,Late
21374,117,Late
21375,846,Late
21376,829,Late
21377,268,Late
21378,621,Paid
21379,819,Paid
21380,150,Late
21381,910,Late
21382,192,Late
21383,177,Late
21384,490,Paid
21385,378,Paid
21386,497,Late
21387,263,Late
21388,508,Late
21389,184,Late
21390,413,Paid
21391,237,Late
21392,892,Late
21393,714,Paid
21394,755,Paid
21395,951,Paid
21396,121,Late
21397,219,Paid
21398,920,Late
21399,162,Paid
21400,620,Late
21401,235,Paid
21402,940,Paid
21403,294,Late
21404,921,Late
21405,730,Late
21406,511,Paid
21407,483,Paid
21408,104,Paid
21409,242,Paid
21410,220,Late
21411,921,Late
21412,687,Late
21413,864,Paid
21414,759,Late
21415,824,Paid
21416,581,Late
21417,488,Paid
21418,719,Paid
21419,903,Paid
21420,167,Late
21421,832,Late
21422,293,Late
21423,576,Late
21424,745,Paid
21425,239,Paid
21426,830,Late
21427,300,Late
21428,410,Paid
21429,303,Late
21430,424,Late
21431,133,Late
21432,345,Paid
21433,526,Paid
21434,286,Paid
21435,414,Late
21436,613,Paid
21437,472,Late
21438,943,Paid
21439,824,Paid
21440,974,Late
21441,953,Late
21442,348,Late
21443,504,Late
21444,667,Late
21445,371,Late
21446,326,Late
21447,398,Late
21448,209,Paid
21449,249,Late
21450,682,Paid
21451,306,Late
21452,386,Late
21453,695,Paid
21454,946,Late
21455,345,Paid
21456,854,Late
21457,351,Late
21458,930,Paid
21459,839,Late
21460,342,Paid
21461,638,Late
21462,254,Paid
21463,863,Paid
21464,279,Paid
21465,897,Paid
21466,596,Paid
21467,583,Late
21468,149,Late
21469,937,Late
21470,998,Paid
21471,879,Late
21472,998,Paid
21473,840,Late
21474,791,Paid
21475,309,Paid
21476,440,Late
21477,940,Paid
21478,698,Paid
21479,532,Late
21480,132,Paid
21481,902,Late
21482,622,Late
21483,527,Late
21484,170,Paid
21485,131,Late
21486,786,Late
21487,939,Late
21488,185,Paid
21489,880,Paid
21490,402,Late
21491,603,Paid
21492,340,Late
21493,259,Late
21494,621,Paid
21495,845,Late
21496,233,Late
21497,911,Late
21498,507,Late
21499,539,Late
21500,744,Late
21501,424,Late
21502,620,Paid
21503,540,Paid
21504,906,Late
21505,371,Paid
21506,501,Late
21507,580,Late
21508,955,Paid
21509,196,Paid
21510,417,Late
21511,772,Paid
21512,537,Paid
21513,993,Paid
21514,990,Paid
21515,136,Paid
21516,998,Late
21517,633,Late
21518,956,Paid
21519,149,Paid
21520,501,Paid
21521,420,Late
21522,705,Paid
21523,708,Paid
21524,243,Late
21525,583,Late
21526,105,Late
21527,736,Late
21528,776,Late
21529,955,Paid
21530,690,Late
21531,595,Paid
21532,510,Paid
21533,247,Paid
21534,552,Paid
21535,483,Paid
21536,545,Late
21537,678,Late
21538,933,Late
21539,155,Paid
21540,531,Paid
21541,436,Paid
21542,457,Paid
21543,901,Paid
21544,572,Late
21545,356,Late
21546,847,Late
21547,340,Paid
21548,542,Late
21549,264,Paid
21550,106,Late
21551,140,Paid
21552,590,Late
21553,601,Late
21554,186,Late
21555,871,Late
21556,291,Paid
21557,796,Paid
21558,604,Late
21559,263,Late
21560,488,Paid
21561,377,Late
21562,382,Late
21563,621,Paid
21564,703,Late
21565,597,Paid
21566,884,Late
21567,643,Paid
21568,951,Paid
21569,688,Late
21570,309,Paid
21571,691,Late
21572,111,Late
21573,360,Paid
21574,506,Paid
21575,579,Late
21576,865,Paid
21577,193,Paid
21578,289,Late
21579,129,Paid
21580,875,Late
21581,865,Late
21582,390,Paid
21583,736,Late
21584,915,Paid
21585,960,Late
21586,363,Paid
21587,422,Paid
21588,722,Late
21589,383,Paid
21590,491,Paid
21591,735,Paid
21592,274,Late
21593,606,Paid
21594,697,Paid
21595,546,Paid
21596,737,Paid
21597,844,Paid
21598,396,Late
21599,184,Late
21600,832,Paid
21601,347,Late
21602,831,Paid
21603,135,Late
21604,804,Late
21605,354,Paid
21606,566,Paid
21607,640,Paid
21608,316,Late
21609,470,Late
21610,518,Late
21611,493,Late
21612,594,Late
21613,850,Paid
21614,337,Late
21615,500,Late
21616,237,Late
21617,577,Late
21618,484,Paid
21619,440,Paid
21620,819,Late
21621,216,Paid
21622,252,Paid
21623,358,Late
21624,213,Late
21625,153,Late
21626,795,Late
21627,213,Paid
21628,520,Late
21629,401,Late
21630,375,Paid
21631,921,Paid
21632,598,Late
21633,147,Late
21634,563,Late
21635,942,Late
21636,289,Late
21637,181,Paid
21638,220,Late
21639,125,Late
21640,501,Late
21641,726,Paid
21642,523,Late
21643,494,Late
21644,708,Late
21645,309,Late
21646,868,Late
21647,409,Paid
21648,876,Paid
21649,355,Late
21650,133,Paid
21651,695,Late
21652,336,Paid
21653,806,Late
21654,636,Late
21655,854,Paid
21656,331,Paid
21657,211,Late
21658,240,Late
21659,949,Late
21660,643,Paid
21661,415,Late
21662,396,Late
21663,469,Paid
21664,953,Late
21665,593,Paid
21666,911,Late
21667,125,Paid
21668,453,Paid
21669,241,Late
21670,313,Paid
21671,435,Late
21672,967,Paid
21673,327,Late
21674,638,Late
21675,278,Late
21676,610,Late
21677,921,Late
21678,589,Late
21679,953,Late
21680,107,Late
21681,968,Late
21682,274,Paid
21683,916,Late
21684,381,Late
21685,326,Late
21686,690,Late
21687,509,Paid
21688,284,Paid
21689,176,Paid
21690,208,Paid
21691,880,Paid
21692,852,Paid
21693,316,Late
21694,201,Late
21695,120,Late
21696,124,Late
21697,173,Paid
21698,461,Paid
21699,193,Paid
21700,875,Late
21701,813,Paid
21702,685,Late
21703,432,Late
21704,354,Paid
21705,182,Late
21706,204,Late
21707,231,Paid
21708,607,Late
21709,325,Late
21710,661,Late
21711,163,Paid
21712,595,Late
21713,205,Paid
21714,957,Late
21715,333,Paid
21716,578,Late
21717,604,Paid
21718,943,Late
21719,423,Late
21720,462,Paid
21721,550,Late
21722,569,Late
21723,193,Paid
21724,825,Paid
21725,101,Late
21726,143,Paid
21727,208,Paid
21728,331,Late
21729,892,Paid
21730,198,Paid
21731,859,Paid
21732,871,Late
21733,350,Paid
21734,427,Paid
21735,998,Late
21736,747,Paid
21737,913,Paid
21738,736,Late
21739,490,Late
21740,438,Late
21741,500,Late
21742,440,Late
21743,169,Paid
21744,113,Paid
21745,924,Paid
21746,193,Paid
21747,265,Late
21748,542,Late
21749,738,Paid
21750,221,Late
21751,564,Late
21752,486,Late
21753,496,Late
21754,275,Paid
21755,848,Paid
21756,808,Paid
21757,890,Late
21758,742,Paid
21759,557,Paid
21760,369,Late
21761,290,Paid
21762,648,Late
21763,109,Late
21764,906,Late
21765,228,Late
21766,650,Paid
21767,346,Paid
21768,918,Late
21769,426,Late
21770,418,Late
21771,802,Late
21772,846,Paid
21773,563,Late
21774,556,Late
21775,802,Paid
21776,556,Late
21777,741,Paid
21778,973,Late
21779,893,Paid
21780,890,Paid
21781,161,Late
21782,691,Paid
21783,849,Paid
21784,497,Paid
21785,639,Late
21786,735,Paid
21787,387,Late
21788,832,Paid
21789,468,Paid
21790,765,Late
21791,104,Paid
21792,443,Paid
21793,185,Paid
21794,180,Late
21795,825,Paid
21796,683,Late
21797,337,Late
21798,573,Paid
21799,353,Paid
21800,353,Late
21801,114,Late
21802,189,Paid
21803,840,Late
21804,451,Paid
21805,504,Paid
21806,964,Late
21807,547,Paid
21808,951,Late
21809,918,Paid
21810,684,Paid
21811,156,Late
21812,516,Late
21813,832,Paid
21814,558,Paid
21815,156,Late
21816,902,Late
21817,347,Paid
21818,466,Paid
21819,919,Late
21820,202,Late
21821,338,Late
21822,995,Late
21823,932,Late
21824,470,Late
21825,340,Paid
21826,112,Late
21827,329,Late
21828,892,Late
21829,350,Late
21830,427,Paid
21831,706,Paid
21832,139,Late
21833,156,Late
21834,537,Late
21835,749,Paid
21836,340,Late
21837,528,Paid
21838,121,Paid
21839,629,Paid
21840,788,Late
21841,707,Paid
21842,269,Late
21843,750,Paid
21844,363,Paid
21845,425,Paid
21846,529,Paid
21847,250,Late
21848,866,Late
21849,184,Late
21850,484,Late
21851,840,Late
21852,826,Late
21853,813,Paid
21854,858,Late
21855,653,Late
21856,211,Paid
21857,371,Paid
21858,861,Late
21859,280,Paid
21860,803,Paid
21861,286,Paid
21862,654,Late
21863,439,Paid
21864,942,Late
21865,923,Paid
21866,878,Late
21867,969,Late
21868,928,Paid
21869,814,Late
21870,828,Paid
21871,167,Paid
21872,458,Paid
21873,791,Paid
21874,642,Late
21875,695,Late
21876,978,Paid
21877,353,Late
21878,486,Paid
21879,685,Late
21880,964,Paid
21881,740,Paid
21882,618,Paid
21883,442,Late
21884,276,Paid
21885,817,Late
21886,972,Paid
21887,419,Paid
21888,536,Late
21889,340,Paid
21890,679,Paid
21891,627,Paid
21892,107,Late
21893,437,Late
21894,544,Paid
21895,902,Paid
21896,750,Late
21897,349,Paid
21898,940,Paid
21899,617,Late
21900,175,Late
21901,241,Late
21902,343,Late
21903,153,Late
21904,172,Paid
21905,339,Late
21906,565,Late
21907,482,Paid
21908,141,Late
21909,407,Late
21910,755,Paid
21911,768,Paid
21912,109,Late
21913,127,Late
21914,527,Paid
21915,329,Late
21916,702,Paid
21917,460,Late
21918,652,Paid
21919,473,Late
21920,535,Late
21921,600,Late
21922,796,Paid
21923,544,Paid
21924,793,Paid
21925,296,Late
21926,439,Late
21927,752,Late
21928,544,Paid
21929,900,Late
21930,658,Paid
21931,738,Paid
21932,143,Paid
21933,763,Paid
21934,687,Late
21935,198,Paid
21936,192,Late
21937,327,Late
21938,865,Paid
21939,285,Paid
21940,638,Late
21941,418,Paid
21942,857,Paid
21943,203,Late
21944,210,Late
21945,229,Late
21946,496,Late
21947,753,Paid
21948,357,Late
21949,853,Late
21950,481,Paid
21951,810,Paid
21952,793,Late
21953,256,Late
21954,296,Late
21955,127,Paid
21956,737,Late
21957,244,Paid
21958,894,Paid
21959,718,Late
21960,397,Paid
21961,955,Late
21962,646,Paid
21963,822,Paid
21964,638,Late
21965,700,Late
21966,436,Paid
21967,164,Late
21968,984,Paid
21969,650,Late
21970,469,Paid
21971,873,Paid
21972,760,Late
21973,737,Paid
21974,378,Late
21975,175,Late
21976,849,Paid
21977,902,Late
21978,808,Paid
21979,857,Paid
21980,955,Paid
21981,403,Late
21982,419,Late
21983,512,Late
21984,252,Late
21985,856,Paid
21986,319,Paid
21987,921,Late
21988,826,Paid
21989,841,Paid
21990,616,Paid
21991,238,Paid
21992,935,Paid
